Age,Gender,Occupation
22,Female,Doctor
57,Female,Engineer
23,Male,Artist
36,Female,Engineer
26,Female,Nurse
50,Female,Artist
56,N/A,Artist
52,N/A,Artist
21,Male,Teacher
45,Female,Artist
46,N/A,Lawyer
50,Female,Doctor
57,Female,Lawyer
85,Female,Artist
81,Female,Engineer
57,N/A,Artist
59,N/A,N/A
65,Female,Scientist
23,Female,Teacher
50,Male,Artist
36,Female,Artist
89,Male,N/A
50,Female,Scientist
59,Male,Engineer
43,Female,Nurse
86,Male,Doctor
50,Female,Teacher
41,Female,Scientist
74,Male,Engineer
56,Female,Artist
33,Female,Artist
75,Female,Artist
85,Female,Engineer
78,Male,Doctor
30,Female,Artist
94,N/A,Nurse
84,N/A,Lawyer
47,N/A,Lawyer
66,Female,Teacher
84,Female,Engineer
57,Male,Teacher
67,Male,Nurse
39,Female,Scientist
50,Female,Lawyer
57,Male,N/A
74,Male,N/A
79,Female,Nurse
50,Male,Nurse
20,N/A,Engineer
25,Female,Scientist
75,Male,Scientist
46,Male,Nurse
92,Female,Scientist
31,N/A,Scientist
79,Female,Engineer
57,N/A,Engineer
71,N/A,Doctor
65,Male,Engineer
31,Male,Artist
69,Male,N/A
32,Female,N/A
75,N/A,N/A
50,Female,Teacher
57,Female,Lawyer
57,Female,Scientist
31,N/A,Lawyer
26,Male,Teacher
68,Female,Artist
57,Male,Artist
50,Male,Artist
32,Male,Nurse
31,Male,Lawyer
57,Female,Doctor
27,Male,Doctor
70,Male,Doctor
86,Female,Teacher
50,Male,Teacher
57,N/A,Scientist
57,Female,Teacher
68,Female,N/A
43,Male,Lawyer
48,Male,Artist
38,Female,N/A
50,Male,Lawyer
51,Female,Artist
50,Female,Artist
50,Female,Teacher
57,Female,Artist
51,Male,Scientist
53,Female,Teacher
50,Male,N/A
57,Male,Teacher
70,Female,N/A
50,Female,Engineer
72,Female,Engineer
51,Male,Scientist
57,Female,Nurse
53,Female,N/A
97,Female,Artist
79,Male,Nurse
64,Female,Lawyer
39,Male,Teacher
46,Male,Nurse
74,Female,Artist
40,Female,Engineer
35,Male,N/A
18,Female,Engineer
28,Female,Teacher
50,Male,Artist
66,N/A,Teacher
57,Male,Engineer
50,Female,Teacher
96,Female,Teacher
49,Male,Nurse
50,Male,Artist
36,Male,Artist
46,Male,Teacher
90,Female,Artist
41,N/A,Artist
63,Female,Artist
66,N/A,N/A
50,Male,Lawyer
59,Male,Scientist
95,Female,Scientist
83,N/A,Scientist
90,Female,Artist
57,Female,N/A
84,Male,Nurse
57,N/A,Doctor
74,Female,Artist
27,N/A,Artist
86,N/A,Nurse
79,Female,N/A
86,Female,Doctor
48,N/A,Engineer
69,N/A,Lawyer
50,Male,Teacher
71,Female,Teacher
57,Male,Scientist
90,Female,Nurse
85,Female,Doctor
68,Female,Artist
29,Male,Scientist
57,Male,Teacher
57,Male,Teacher
57,N/A,Artist
69,N/A,Doctor
56,Male,Artist
57,Male,Artist
50,Male,N/A
27,Female,Nurse
96,Female,Engineer
50,Male,Engineer
93,Female,Artist
50,Male,Artist
57,Female,Scientist
46,N/A,Scientist
57,Male,Lawyer
34,Male,Artist
18,Female,Teacher
50,Male,Nurse
54,Female,Doctor
77,N/A,Teacher
50,Female,Teacher
100,Female,Lawyer
50,N/A,Doctor
94,N/A,Teacher
82,Female,Artist
77,Female,Lawyer
92,Female,Doctor
46,Male,Doctor
75,N/A,Scientist
39,Male,Lawyer
57,Male,Nurse
63,Female,Scientist
57,Female,Scientist
31,N/A,N/A
29,Female,N/A
75,Female,Engineer
57,Male,Nurse
88,N/A,Doctor
37,Female,Engineer
22,Male,Artist
57,Male,Doctor
57,Male,Artist
50,Female,Scientist
94,Male,Teacher
59,N/A,Scientist
57,N/A,Engineer
30,Male,Teacher
70,Female,Doctor
55,Female,Artist
55,N/A,Teacher
97,Female,Nurse
50,Female,Teacher
71,N/A,Nurse
50,Female,Scientist
66,Female,Scientist
66,Male,Scientist
71,Female,Engineer
75,Female,Scientist
64,N/A,Nurse
30,Male,Lawyer
60,N/A,Nurse
25,Male,Engineer
71,N/A,N/A
75,Female,Artist
50,Female,Teacher
40,Male,Engineer
63,Female,N/A
50,Female,Engineer
50,N/A,Teacher
50,Male,Doctor
48,Female,Artist
28,Male,Doctor
93,Male,N/A
57,Male,Lawyer
99,Female,Teacher
65,Male,Engineer
28,N/A,Engineer
88,Female,N/A
19,Male,Nurse
50,Female,Engineer
54,Male,Teacher
85,Female,Engineer
87,Male,Lawyer
19,Male,Artist
98,Female,Scientist
43,Male,Nurse
50,Male,Nurse
50,Male,N/A
84,Male,Nurse
96,Female,Nurse
90,N/A,Artist
91,N/A,Lawyer
57,Female,Doctor
80,Female,Scientist
50,Female,Artist
27,Female,Nurse
32,Male,Engineer
84,Female,Scientist
18,N/A,Teacher
50,Male,Nurse
66,Female,N/A
37,Female,Nurse
57,Male,Scientist
87,Female,Scientist
95,Female,Teacher
45,Male,Artist
50,Male,Nurse
37,Female,Artist
50,Female,Artist
34,Male,Nurse
41,Male,Nurse
85,N/A,Doctor
27,Female,Engineer
26,Female,Artist
50,Female,Artist
50,Male,Lawyer
68,Male,Teacher
62,Male,Lawyer
81,Female,Lawyer
50,Female,Teacher
35,Female,Engineer
50,N/A,Nurse
64,Male,Scientist
66,Female,Lawyer
25,Female,Teacher
57,Female,N/A
86,Male,N/A
50,N/A,Nurse
60,Female,Engineer
90,Female,Engineer
22,Female,Artist
45,Male,Artist
42,Female,Scientist
81,N/A,Doctor
66,Male,Nurse
92,Male,Artist
50,Male,Scientist
24,N/A,Artist
74,Male,N/A
81,Female,Doctor
53,Female,N/A
39,Female,Doctor
56,Female,N/A
57,Female,Artist
50,Female,N/A
18,Male,Scientist
52,N/A,Doctor
67,N/A,Nurse
53,N/A,Lawyer
50,Female,Teacher
71,Male,Doctor
82,Male,Artist
61,N/A,Engineer
49,Female,N/A
50,Male,Artist
50,Female,Engineer
43,N/A,Engineer
57,Male,Artist
50,Female,Teacher
90,Male,Scientist
53,Female,Nurse
18,Female,Scientist
47,N/A,N/A
50,Female,N/A
50,Male,Artist
50,Female,Scientist
31,Male,Doctor
97,N/A,Nurse
23,Male,Doctor
44,Male,Artist
94,Male,N/A
25,Male,Doctor
57,Male,Artist
57,Male,Scientist
36,Male,Teacher
57,Female,Artist
34,Female,Scientist
48,Female,Doctor
21,Female,Doctor
50,Male,Nurse
70,Male,Nurse
50,Male,Doctor
82,Male,Scientist
49,Male,Engineer
57,Female,Engineer
96,Female,N/A
31,N/A,Engineer
22,Male,Lawyer
19,N/A,Doctor
47,N/A,Artist
84,Female,Artist
98,Male,Scientist
44,Male,Doctor
50,Female,Engineer
50,Male,N/A
24,Male,N/A
57,Male,N/A
50,Male,Doctor
44,Male,Lawyer
19,Male,Scientist
94,Female,Nurse
50,Male,N/A
58,Male,Artist
48,Male,Teacher
62,Female,Engineer
30,Male,Engineer
23,Male,Nurse
50,Female,Teacher
65,Male,Teacher
57,Female,N/A
50,Female,Artist
50,Female,Teacher
64,Female,Doctor
30,Female,Scientist
51,Male,Nurse
57,Male,N/A
66,Male,Lawyer
58,Male,N/A
49,Female,Lawyer
53,Male,Engineer
75,Female,Lawyer
90,Male,Doctor
83,Male,Scientist
50,Male,Nurse
50,Female,Scientist
49,Female,Artist
57,Male,Lawyer
89,Male,Doctor
57,Male,Engineer
49,Male,Artist
40,N/A,Nurse
59,Male,Doctor
34,N/A,Artist
74,Male,Engineer
85,Female,Scientist
57,Male,Teacher
50,Female,Nurse
57,Male,Lawyer
24,Male,Lawyer
53,Female,Teacher
57,Female,Artist
32,Male,Engineer
37,Male,Artist
32,Female,Engineer
50,Male,Artist
57,Female,N/A
62,Female,Lawyer
61,Male,Engineer
46,Male,N/A
40,Female,Artist
60,Female,Teacher
53,Male,Nurse
35,Female,Engineer
66,Male,Nurse
50,N/A,Artist
62,Female,Nurse
58,Male,Lawyer
83,N/A,Lawyer
58,Female,Artist
50,Male,Nurse
50,Male,Scientist
26,Female,Doctor
67,Female,Scientist
46,Female,Engineer
42,Male,Lawyer
41,Female,Nurse
57,Male,Teacher
77,N/A,Teacher
45,Female,Artist
65,Male,Doctor
50,Female,Doctor
50,Male,N/A
90,Female,Teacher
50,Male,Lawyer
49,N/A,Scientist
42,Male,Artist
25,Male,Engineer
50,Male,Nurse
50,Male,N/A
44,Male,Teacher
55,N/A,Teacher
56,Female,Nurse
57,Male,Lawyer
88,Male,Teacher
50,Female,Lawyer
34,Female,N/A
33,Female,Engineer
41,Male,Engineer
97,Male,Doctor
83,Male,Nurse
98,Male,N/A
57,Female,Doctor
57,Female,Lawyer
63,Male,Teacher
86,Male,Artist
41,Female,Lawyer
74,Female,Teacher
50,N/A,N/A
97,Female,Scientist
57,N/A,Nurse
76,Male,Teacher
29,Male,Doctor
38,N/A,Scientist
100,Male,Artist
31,Female,Lawyer
81,N/A,Doctor
79,Female,Nurse
87,Male,Doctor
47,Female,Doctor
66,Female,Teacher
44,N/A,Lawyer
98,Male,Teacher
99,Male,Scientist
50,Male,Nurse
50,Male,N/A
50,Male,Lawyer
57,Male,Artist
61,Female,N/A
78,Female,Scientist
81,Male,Scientist
41,Male,Lawyer
36,N/A,Lawyer
57,N/A,Nurse
57,Female,Lawyer
50,Male,Teacher
21,Female,N/A
50,Female,Nurse
76,Female,Scientist
35,Female,Lawyer
50,Male,Doctor
57,Female,Doctor
69,Female,Teacher
57,Female,Lawyer
57,N/A,Nurse
50,N/A,Artist
57,Female,Scientist
45,Male,Artist
26,Male,Engineer
18,Male,Engineer
44,Female,Lawyer
33,N/A,Doctor
24,N/A,Artist
28,Female,Teacher
43,Male,Nurse
50,Female,Artist
18,Female,Nurse
50,Male,Lawyer
92,Female,Lawyer
64,Male,Lawyer
31,Female,Doctor
78,Female,N/A
39,Female,Engineer
50,Male,Doctor
30,Female,Lawyer
31,Female,Engineer
50,N/A,Engineer
96,Male,Lawyer
50,Female,Lawyer
57,Male,Scientist
57,Female,Engineer
75,Female,Artist
82,Female,Lawyer
21,Male,N/A
36,Female,Doctor
27,Male,Engineer
40,Female,Nurse
50,Male,N/A
79,Female,Doctor
50,Female,Engineer
72,Female,Engineer
66,Female,Artist
83,Male,Lawyer
37,Male,N/A
52,N/A,Lawyer
20,Male,Lawyer
44,Female,Scientist
78,Male,N/A
69,N/A,Doctor
57,Male,Teacher
76,Male,Lawyer
51,Female,Lawyer
57,Male,Lawyer
38,Female,Scientist
57,Male,Doctor
56,N/A,Doctor
32,Male,Scientist
57,Male,Doctor
70,Female,Artist
20,Male,N/A
57,Male,Teacher
33,Male,Engineer
67,Female,Doctor
80,Male,Scientist
79,Male,Doctor
35,Female,Scientist
94,Female,Scientist
96,Male,Teacher
66,Male,Artist
92,Male,Artist
18,Male,Artist
36,Female,Teacher
44,Female,Doctor
79,Female,Engineer
50,N/A,N/A
97,Female,Artist
22,Male,Artist
50,Female,N/A
57,Male,N/A
57,Male,Engineer
28,Male,Engineer
42,Female,Scientist
78,Female,Lawyer
88,Male,N/A
39,Female,Nurse
53,Male,Doctor
57,Male,Scientist
54,Male,Nurse
89,Male,N/A
72,Female,Engineer
66,Female,Nurse
94,Male,Scientist
98,Male,Teacher
80,N/A,Teacher
47,Male,Scientist
23,Male,Scientist
57,Female,Artist
57,N/A,N/A
75,Female,Nurse
65,Male,N/A
57,Male,N/A
74,Female,N/A
97,Female,Artist
84,Male,Artist
86,Male,Teacher
31,Male,Scientist
28,N/A,Teacher
57,Male,N/A
33,Female,N/A
97,Female,Teacher
75,Male,Artist
58,Male,Doctor
50,N/A,Nurse
80,Male,Artist
95,Male,Scientist
96,Male,Nurse
31,Male,Teacher
97,Female,Teacher
24,Male,Scientist
65,Female,Doctor
57,Female,Artist
57,Female,Scientist
31,Male,Nurse
56,Female,Lawyer
57,Female,Artist
57,Male,Engineer
88,Female,Artist
27,Male,Teacher
90,Male,Artist
73,Male,N/A
78,Male,Engineer
73,N/A,Nurse
27,Male,Engineer
33,N/A,Artist
41,Female,Doctor
57,Male,Doctor
50,Male,Engineer
32,Female,Nurse
55,Female,Scientist
50,Male,Nurse
55,Male,Nurse
64,Female,Doctor
84,Male,Scientist
54,Female,N/A
41,Female,Doctor
84,Male,N/A
90,Male,N/A
99,Female,Scientist
22,Female,Doctor
86,Male,Nurse
78,Male,Doctor
22,Female,Artist
44,Male,Engineer
78,Female,Lawyer
43,Male,Scientist
89,Female,Teacher
50,Male,Doctor
57,Female,Nurse
57,Male,Lawyer
50,Male,Teacher
49,Male,Doctor
57,Female,Engineer
40,N/A,Doctor
50,Female,Artist
63,Male,N/A
88,Male,Nurse
50,Male,Lawyer
73,Male,N/A
86,Male,Teacher
26,N/A,N/A
89,N/A,Teacher
86,N/A,Scientist
57,Male,Artist
59,Male,Scientist
50,Male,Nurse
50,Female,Lawyer
57,N/A,Nurse
94,Male,Artist
57,N/A,Doctor
80,N/A,Teacher
74,Male,Teacher
67,N/A,Engineer
57,Male,Nurse
51,N/A,Teacher
57,Male,Lawyer
55,N/A,N/A
50,N/A,Scientist
25,Male,N/A
72,Male,Scientist
40,N/A,Artist
57,Female,Engineer
91,Male,Engineer
61,N/A,Scientist
50,Female,Nurse
95,Female,Artist
57,Female,Lawyer
18,Male,N/A
50,Female,Engineer
29,Female,Artist
57,Male,Lawyer
31,Female,Nurse
81,Female,Teacher
50,Female,Engineer
68,Female,Engineer
68,Female,Lawyer
94,Male,N/A
85,Female,N/A
81,N/A,Teacher
50,Female,Engineer
48,Male,Artist
79,N/A,Engineer
53,Male,Artist
75,Male,Teacher
57,Male,Lawyer
27,N/A,Scientist
67,Female,Engineer
50,Female,Nurse
57,Male,Engineer
50,Male,Engineer
30,Male,Scientist
50,Female,Scientist
50,Female,Artist
65,Male,Doctor
81,Male,N/A
70,Male,Nurse
98,Male,Scientist
57,Female,Teacher
40,Male,Artist
78,Male,Artist
77,Male,Nurse
28,Female,Artist
24,Male,Teacher
44,N/A,Engineer
18,Male,Nurse
50,Male,Teacher
50,Male,Nurse
33,Male,Scientist
60,Female,Scientist
53,Female,Artist
34,Male,Lawyer
59,N/A,Nurse
28,N/A,Nurse
50,Male,Teacher
51,Male,Teacher
29,Male,Scientist
84,Male,Engineer
24,Male,Teacher
50,Male,Artist
28,Female,Doctor
19,Male,Artist
57,Male,N/A
51,Male,Nurse
50,Female,Lawyer
57,Female,Lawyer
59,Male,Teacher
89,Female,Scientist
50,Male,Artist
89,Male,Teacher
67,Female,Lawyer
46,Male,Artist
50,Male,N/A
90,Male,Lawyer
58,Male,Lawyer
100,Female,Engineer
50,Female,N/A
45,Female,Artist
71,Female,Engineer
47,N/A,Doctor
52,Female,Doctor
50,N/A,Nurse
65,Male,Teacher
24,Female,Teacher
50,Male,Lawyer
44,Female,Lawyer
93,Female,Nurse
96,Male,N/A
50,Male,Artist
50,N/A,Doctor
57,Male,Doctor
50,Male,Nurse
50,Male,Doctor
92,Female,Doctor
57,Male,Lawyer
45,Male,Scientist
57,Male,Scientist
47,Male,N/A
91,Male,Engineer
45,Female,Teacher
53,Male,Doctor
45,Male,Doctor
83,Female,Nurse
57,Female,Teacher
50,Male,Doctor
24,N/A,Engineer
63,Male,Doctor
33,Male,Artist
88,Female,Scientist
39,Female,Doctor
73,Female,N/A
93,Female,Scientist
33,Male,Nurse
50,Male,Teacher
97,Male,Scientist
30,Female,Artist
37,Male,Teacher
50,Female,Artist
22,N/A,N/A
27,Male,Engineer
61,Female,Doctor
50,N/A,Teacher
50,N/A,N/A
50,Female,Engineer
37,Male,N/A
48,N/A,Nurse
36,Male,Lawyer
35,Female,Artist
57,Male,Teacher
51,Male,Teacher
57,Male,Artist
24,Male,Scientist
18,Female,N/A
91,Male,Scientist
51,Female,Doctor
89,Female,N/A
76,Male,Artist
81,Male,N/A
32,N/A,Scientist
34,Female,Artist
81,Female,Nurse
29,Male,N/A
57,Male,Doctor
51,Female,Scientist
100,Male,Nurse
83,Male,Nurse
30,Male,Teacher
80,Male,Lawyer
60,Male,Nurse
50,Female,Scientist
50,N/A,Nurse
50,Male,Engineer
58,Male,Artist
41,Male,Scientist
34,N/A,Nurse
82,Male,Scientist
57,Female,Scientist
52,Male,Doctor
54,Male,Artist
35,Female,Teacher
22,Male,Artist
51,Male,Engineer
88,Male,Nurse
57,Male,Engineer
93,Female,Artist
36,N/A,Teacher
52,Male,Lawyer
50,N/A,Scientist
50,Male,Engineer
68,Female,Engineer
50,Female,Engineer
70,Female,Doctor
50,Male,Teacher
24,Male,Lawyer
62,Male,Engineer
58,Male,Engineer
29,N/A,N/A
53,Female,Scientist
58,Male,Engineer
42,N/A,Doctor
57,Male,Lawyer
37,Male,Artist
89,Male,Teacher
57,Female,N/A
95,Female,Engineer
57,N/A,Artist
86,Male,Scientist
70,Female,Teacher
24,Male,Doctor
56,Male,Artist
97,Female,Doctor
30,Male,Teacher
50,Male,Scientist
57,Female,Scientist
50,Male,Doctor
30,N/A,Doctor
57,Female,Lawyer
70,N/A,Nurse
53,N/A,Teacher
57,Male,Lawyer
79,Female,Teacher
96,Male,Lawyer
41,Male,Engineer
38,Male,Teacher
50,Female,Nurse
50,Male,Teacher
50,Male,N/A
57,Male,Engineer
75,Female,Artist
71,Male,Nurse
64,Female,Nurse
42,Female,Nurse
51,N/A,Scientist
59,Male,Doctor
50,Female,Lawyer
56,Male,Doctor
76,N/A,N/A
50,Female,Nurse
77,Male,N/A
50,Female,Teacher
78,Male,Engineer
57,Male,Lawyer
55,Male,N/A
80,Male,Artist
80,Male,Doctor
57,Male,Teacher
34,N/A,N/A
87,Female,Lawyer
84,Male,N/A
90,Male,Nurse
90,Male,Artist
38,Male,Teacher
39,Male,Engineer
87,Female,Teacher
52,Female,N/A
98,Male,Scientist
82,N/A,Nurse
50,Male,Lawyer
95,Female,Engineer
21,N/A,Scientist
73,Male,Lawyer
68,N/A,Scientist
35,N/A,Scientist
37,Female,N/A
62,Female,Doctor
23,Male,Doctor
35,Female,Doctor
50,Male,Scientist
59,Male,Lawyer
50,Female,Doctor
46,Female,Artist
34,Female,Engineer
52,Male,Scientist
50,Male,Teacher
50,Male,N/A
76,Male,Lawyer
19,Male,Engineer
82,N/A,Engineer
50,Female,Scientist
74,Female,Nurse
66,Male,Nurse
59,Female,Nurse
95,N/A,Engineer
87,Male,Teacher
50,Male,Nurse
93,Male,Nurse
57,Male,Artist
19,Male,Lawyer
59,N/A,Doctor
38,Female,Doctor
52,Female,Lawyer
60,Male,Doctor
95,Male,Artist
19,Male,Lawyer
70,Male,Nurse
57,Female,Lawyer
50,Male,N/A
45,Female,Lawyer
92,Male,N/A
57,Male,Scientist
23,Male,Scientist
31,Female,Nurse
95,Male,Doctor
65,Female,Doctor
54,Male,Nurse
98,Male,Engineer
64,Male,Artist
89,Male,Scientist
72,Female,Nurse
98,Male,Nurse
26,Female,N/A
99,Male,Teacher
29,Male,Artist
72,Male,Lawyer
92,Female,Doctor
94,Male,Lawyer
50,Male,Doctor
66,Male,Teacher
85,Male,Nurse
95,Male,Teacher
57,Female,Doctor
23,Female,Scientist
50,Female,Doctor
29,Female,Nurse
32,Male,Lawyer
57,Female,Artist
72,Male,Teacher
44,Female,Scientist
50,Male,N/A
99,Female,Artist
70,N/A,Engineer
39,Male,Nurse
50,N/A,Doctor
50,Male,N/A
81,Female,Nurse
59,Male,Nurse
77,Female,Scientist
41,Female,Teacher
63,N/A,Lawyer
31,Male,Lawyer
83,Male,Engineer
19,Female,Engineer
57,Female,Teacher
50,Female,N/A
98,Female,Doctor
75,Male,N/A
58,Female,Engineer
24,Male,Engineer
30,Female,Teacher
80,Female,Teacher
90,Female,Nurse
34,N/A,N/A
50,Female,Scientist
36,Male,Nurse
21,Male,Nurse
57,Male,Nurse
53,Male,Engineer
82,N/A,Artist
50,N/A,Engineer
23,Female,Doctor
26,Female,Artist
90,N/A,Lawyer
65,Female,N/A
77,Male,Teacher
50,Female,Lawyer
50,Female,Teacher
18,Female,Artist
87,Male,N/A
60,Male,Nurse
39,Male,Nurse
49,Male,Lawyer
49,Female,Teacher
92,Female,Lawyer
21,Male,Teacher
76,N/A,Lawyer
50,Male,Engineer
92,Female,Artist
50,Male,Scientist
81,Male,Artist
37,Female,Scientist
51,Male,Lawyer
94,Male,Artist
42,Male,Artist
42,N/A,Lawyer
50,Female,Lawyer
35,Male,N/A
67,Female,Nurse
62,Male,Artist
34,N/A,Artist
80,Male,Artist
51,Male,Lawyer
50,Female,Lawyer
50,Female,Engineer
45,Male,Teacher
80,Female,Lawyer
56,Male,N/A
89,Female,Engineer
85,N/A,Lawyer
88,Male,Engineer
68,Female,Scientist
50,Female,Doctor
57,Female,Nurse
50,Male,Engineer
44,Female,Lawyer
38,Male,Artist
44,Male,Nurse
57,Male,N/A
94,Male,Lawyer
83,Male,Doctor
93,Female,Lawyer
57,Female,Scientist
84,Female,Artist
62,N/A,Artist
95,Male,Scientist
50,Female,Scientist
50,N/A,Teacher
57,Male,Nurse
55,Female,Doctor
57,Female,Doctor
22,Male,Nurse
25,N/A,Nurse
94,Female,Nurse
50,Female,Artist
81,Female,Doctor
57,Male,Lawyer
50,Female,Artist
57,N/A,Engineer
63,Male,Engineer
38,Male,Doctor
31,Female,Doctor
38,N/A,Teacher
30,N/A,Nurse
62,N/A,Nurse
41,Female,Teacher
28,Male,Nurse
87,Male,Scientist
22,Female,Artist
50,Male,Artist
77,Male,N/A
96,Male,Lawyer
80,Male,Lawyer
79,N/A,Engineer
44,Male,Scientist
67,N/A,Doctor
45,Male,Artist
49,Female,Lawyer
42,Female,Artist
50,Male,Doctor
19,N/A,Doctor
91,N/A,Engineer
50,Female,N/A
30,Male,N/A
37,Male,Scientist
41,Male,Teacher
55,Male,N/A
88,N/A,N/A
50,Female,Artist
50,Female,Doctor
73,Female,N/A
46,Male,Scientist
50,Female,Engineer
50,Male,Scientist
72,Male,Nurse
31,Female,Artist
50,N/A,Lawyer
30,N/A,Scientist
51,Female,N/A
50,Female,Doctor
66,Male,Teacher
55,Female,Scientist
61,Male,Artist
50,Male,Scientist
57,Female,Engineer
50,Female,Lawyer
54,N/A,Doctor
58,Male,Teacher
81,Male,Nurse
22,Male,Teacher
79,Male,Teacher
41,Female,N/A
24,N/A,Artist
98,Female,Lawyer
57,Male,Scientist
34,Male,N/A
66,N/A,Artist
46,Male,Engineer
59,Female,Artist
56,Female,Teacher
57,Male,Scientist
50,N/A,Doctor
65,N/A,Scientist
47,Male,Engineer
43,Female,Engineer
53,N/A,N/A
47,Female,Artist
61,Male,Lawyer
24,Male,Engineer
86,Female,Scientist
71,Male,Engineer
85,Female,Lawyer
32,Male,Lawyer
50,Male,N/A
73,N/A,Teacher
57,Female,Teacher
41,Female,Nurse
57,N/A,Teacher
74,Male,Nurse
96,N/A,Scientist
50,Female,Lawyer
56,Male,Scientist
52,Male,Nurse
48,Male,Engineer
50,Male,Artist
55,Male,Lawyer
50,Female,Nurse
83,Female,Teacher
88,Male,Lawyer
82,N/A,Scientist
74,Female,Lawyer
50,Female,Scientist
73,Female,Nurse
55,N/A,Doctor
72,Male,Engineer
57,Female,Doctor
66,Male,Doctor
80,Female,Artist
63,Male,N/A
64,Female,Lawyer
50,Female,Nurse
63,Female,Teacher
29,Female,Lawyer
73,Male,Nurse
95,Female,Doctor
77,Male,Scientist
52,Male,Engineer
47,Male,Engineer
89,Male,N/A
19,N/A,Scientist
37,Female,Artist
52,N/A,Artist
50,Male,N/A
50,Female,Artist
97,Female,N/A
83,Male,N/A
62,Female,Nurse
57,Male,Nurse
77,Male,Artist
50,Female,Lawyer
80,Female,Engineer
62,Male,Nurse
53,Female,N/A
48,Female,Scientist
90,Male,N/A
57,N/A,Engineer
73,Male,Lawyer
23,Female,N/A
57,Male,Nurse
20,Male,N/A
68,Female,Lawyer
89,Female,Nurse
81,Female,N/A
71,Male,Nurse
48,N/A,Lawyer
64,Female,Teacher
50,Male,Engineer
57,Male,Doctor
37,N/A,Engineer
80,Male,Artist
50,Male,Teacher
47,Female,Artist
50,Male,Teacher
50,Male,Lawyer
86,Male,Artist
50,Male,Engineer
58,Male,Engineer
93,Male,N/A
90,Female,Nurse
50,Female,Engineer
21,Male,N/A
36,N/A,Engineer
65,Male,Nurse
75,Female,Doctor
79,Male,Engineer
35,N/A,Scientist
88,Female,Nurse
50,Male,Doctor
27,N/A,N/A
50,Female,N/A
50,Male,Lawyer
50,Female,Doctor
71,N/A,Scientist
46,Female,Nurse
51,Female,N/A
84,Male,Lawyer
38,Male,Artist
40,Male,Scientist
57,Male,N/A
98,Male,Artist
46,N/A,N/A
32,Female,Doctor
97,N/A,Scientist
98,Male,Engineer
21,Male,Scientist
50,Female,Artist
94,Male,Engineer
63,Female,Nurse
57,Male,Lawyer
64,Male,Nurse
79,Female,Teacher
97,Female,Doctor
50,Male,Engineer
91,Female,Nurse
